,RECORD INDEX,NEIGHBORHOOD,BLDGCAT,BLDGDESCRIPTION,TAXCLP,BLOCK,LOT,BLDGCP,ADDRESS,ZIP_CODE,RESIDENTIAL_ UNITS,COMMERCIAL_UNITS,UNITS,LANDSFT,GROSSSF,BUILT,TAXCLSALE,BLDGCTOS,SALE_PRICE,SALE_DATE,LAT,LONG
13572,15111.0,UPPER WEST SIDE (59-79),33.0,EDUCATIONAL FACILITIES,4,1145.0,57.0,W7,160 WEST 74TH STREET,10023,0.0,2.0,2.0,"5,108","16,937",1920.0,4.0,W7,"$14,000,000.00",6/30/2023,40.77690341,-73.98115094
13573,15113.0,UPPER WEST SIDE (59-79),37.0,RELIGIOUS FACILITIES,4,1162.0,64.0,M1,232 WEST END AVENUE,10023,0.0,1.0,1.0,"1,614","6,380",1900.0,4.0,M1,"$2,300,000.00",8/24/2023,40.77690341,-73.98115094
13924,10351.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1378.0,140.0,A7,54 EAST 64TH STREET,10065,1.0,0.0,1.0,"2,525","11,179",1920.0,1.0,A7,"$36,000,000.00",1/23/2023,40.76603263,-73.96469504
13925,10356.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1397.0,23.0,S1,143 EAST 62ND STREET,10065,1.0,1.0,2.0,"1,170","3,120",1910.0,1.0,S1,"$3,800,000.00",3/15/2023,40.76603263,-73.96469504
13926,10357.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1398.0,62.0,A4,128 EAST 64TH STREET,10065,1.0,0.0,1.0,"1,506","4,280",1899.0,1.0,A4,"$5,600,000.00",12/8/2022,40.76603263,-73.96469504
13927,10358.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1398.0,124.0,A4,145 EAST 63RD STREET,10065,1.0,0.0,1.0,"1,238","2,496",1899.0,1.0,A4,"$5,400,000.00",7/20/2023,40.76603263,-73.96469504
13928,10359.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1398.0,148.0,A4,166 EAST 64TH STREET,10065,1.0,0.0,1.0,"2,008","4,420",1899.0,1.0,A4,$0.00,7/31/2023,40.76603263,-73.96469504
13929,10360.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1399.0,3.0,A4,109 EAST 64TH,10065,1.0,0.0,1.0,"2,092","4,980",1920.0,1.0,A4,"$9,750,000.00",2/16/2023,40.76603263,-73.96469504
13930,10361.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1399.0,47.0,A4,138 EAST 65TH STREET,10065,1.0,0.0,1.0,"2,008","5,358",1899.0,1.0,A4,"$16,050,000.00",5/4/2023,40.76603263,-73.96469504
13931,10369.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1417.0,113.0,A4,229 EAST 62ND,10065,1.0,0.0,1.0,"1,121","3,708",1899.0,1.0,A4,"$6,642,000.00",1/10/2023,40.76603263,-73.96469504
13932,10375.0,UPPER EAST SIDE (59-79),2.0,TWO FAMILY DWELLINGS,1,1397.0,10.0,B1,127 EAST 62ND STREET,10065,2.0,0.0,2.0,"1,168","4,520",1899.0,1.0,B1,"$10,750,000.00",6/14/2023,40.76603263,-73.96469504
13933,10376.0,UPPER EAST SIDE (59-79),2.0,TWO FAMILY DWELLINGS,1,1399.0,26.0,B3,165 E. 64TH,10065,2.0,0.0,2.0,"2,008","4,000",1899.0,1.0,B3,$0.00,4/19/2023,40.76603263,-73.96469504
13934,10377.0,UPPER EAST SIDE (59-79),2.0,TWO FAMILY DWELLINGS,1,1399.0,44.0,B1,144 EAST 65TH STREET,10065,2.0,0.0,2.0,"4,017","9,760",1899.0,1.0,B1,"$47,000,000.00",10/19/2023,40.76603263,-73.96469504
13935,10380.0,UPPER EAST SIDE (59-79),2.0,TWO FAMILY DWELLINGS,1,1415.0,138.0,B3,222 EAST 61ST STREET,10065,2.0,0.0,2.0,"2,008","4,200",1910.0,1.0,B3,"$5,500,000.00",4/4/2023,40.76603263,-73.96469504
13936,10382.0,UPPER EAST SIDE (59-79),2.0,TWO FAMILY DWELLINGS,1,1437.0,121.0,B9,357 EAST 62ND STREET,10065,2.0,0.0,2.0,"1,607","2,432",1910.0,1.0,B9,"$3,200,000.00",7/12/2023,40.76603263,-73.96469504
13937,10383.0,UPPER EAST SIDE (59-79),3.0,THREE FAMILY DWELLINGS,1,1380.0,45.0,C0,54 EAST 66TH STREET,10065,3.0,0.0,3.0,"2,008","4,940",1905.0,1.0,C0,"$10,300,000.00",4/18/2023,40.76603263,-73.96469504
13938,10387.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1395.0,60.0,C7,130 EAST 61ST STREET,10065,9.0,1.0,10.0,"2,008","8,450",1920.0,2.0,C7,"$5,700,000.00",5/3/2023,40.76603263,-73.96469504
13939,10388.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1395.0,63.0,C5,122 EAST 61ST STREET,10065,10.0,0.0,10.0,"1,807","5,320",1910.0,2.0,C5,"$3,250,000.00",5/3/2023,40.76603263,-73.96469504
13940,10389.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1395.0,162.0,C5,124 EAST 61ST STREET,10065,7.0,0.0,7.0,"1,809","5,584",1910.0,2.0,C5,"$3,050,000.00",5/3/2023,40.76603263,-73.96469504
13941,10390.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1398.0,61.0,C5,132 EAST 64TH STREET,10065,8.0,0.0,8.0,"1,506","3,600",1910.0,2.0,C5,"$3,250,000.00",5/23/2023,40.76603263,-73.96469504
13942,10391.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1398.0,160.0,C5,134 EAST 64TH STREET,10065,8.0,0.0,8.0,"1,506","3,600",1910.0,2.0,C5,"$3,250,000.00",5/23/2023,40.76603263,-73.96469504
13943,10406.0,UPPER EAST SIDE (59-79),8.0,RENTALS - ELEVATOR APARTMENTS,2A,1398.0,42.0,D5,182 EAST 64TH STREET,10065,4.0,0.0,4.0,"2,511","6,865",1920.0,2.0,D5,"$9,700,000.00",11/22/2022,40.76603263,-73.96469504
13944,10410.0,UPPER EAST SIDE (59-79),8.0,RENTALS - ELEVATOR APARTMENTS,2,1421.0,21.0,D6,1261 2 AVENUE,10065,322.0,6.0,328.0,"40,168","490,652",1979.0,2.0,D6,"$402,625,000.00",4/20/2023,40.76603263,-73.96469504
13945,10414.0,UPPER EAST SIDE (59-79),8.0,RENTALS - ELEVATOR APARTMENTS,2,1455.0,21.0,D8,1113 YORK AVENUE,10065,209.0,1.0,210.0,"26,956","283,848",2009.0,2.0,D8,"$221,270,485.00",11/23/2022,40.76603263,-73.96469504
13946,10415.0,UPPER EAST SIDE (59-79),8.0,RENTALS - ELEVATOR APARTMENTS,2,1457.0,17.0,D6,"425 EAST 63RD STREET, W4A",10065,503.0,6.0,509.0,"96,300","723,578",1950.0,2.0,D6,"$585,000.00",2/2/2023,40.76603263,-73.96469504
14433,11865.0,UPPER EAST SIDE (59-79),14.0,RENTALS - 4-10 UNIT,2B,1400.0,39.0,S5,1126 3 AVENUE,10065,6.0,1.0,7.0,"1,300","4,000",1910.0,2.0,S5,"$7,900,000.00",11/3/2022,40.76603263,-73.96469504
14434,11866.0,UPPER EAST SIDE (59-79),14.0,RENTALS - 4-10 UNIT,2A,1400.0,138.0,S3,1124 3 AVENUE,10065,3.0,1.0,4.0,"1,300","4,400",1910.0,2.0,S3,"$7,900,000.00",11/3/2022,40.76603263,-73.96469504
14435,11869.0,UPPER EAST SIDE (59-79),14.0,RENTALS - 4-10 UNIT,2B,1443.0,49.0,S9,300 EAST 69TH STREET,10065,6.0,2.0,8.0,"1,525","4,716",1910.0,2.0,S9,"$8,500,000.00",7/20/2023,40.76603263,-73.96469504
14497,12031.0,UPPER EAST SIDE (59-79),22.0,STORE BUILDINGS,4,1380.0,43.0,K4,60 EAST 66TH STREET,10065,0.0,10.0,10.0,"2,008","7,312",1910.0,4.0,K4,$0.00,9/12/2023,40.76603263,-73.96469504
14498,12041.0,UPPER EAST SIDE (59-79),26.0,OTHER HOTELS,4,1375.0,67.0,H7,"795 FIFTH AVENUE, 812",10065,0.0,4.0,4.0,"27,113","515,755",1930.0,4.0,H7,"$2,087,118.00",2/9/2023,40.76603263,-73.96469504
14511,10352.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1386.0,10.0,A5,9 EAST 71ST STREET,10021,1.0,0.0,1.0,"5,108","18,814",1910.0,1.0,A5,"$65,603,057.00",6/22/2023,40.77017507,-73.95967585
14512,10353.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1389.0,29.0,A4,45 E 74TH ST,10021,1.0,0.0,1.0,"1,992","6,822",1910.0,1.0,A4,$0.00,1/11/2023,40.77017507,-73.95967585
14513,10362.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1404.0,61.0,A4,126 EAST 70TH STREET,10021,1.0,0.0,1.0,"2,008","6,332",1901.0,1.0,A4,"$10,500,000.00",4/20/2023,40.77017507,-73.95967585
14514,10363.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1405.0,44.0,A4,164 EAST 71ST STREET,10021,1.0,0.0,1.0,"1,255","3,068",1920.0,1.0,A4,"$5,975,000.00",1/4/2023,40.77017507,-73.95967585
14515,10364.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1406.0,9.0,A4,119 EAST 71ST STREET,10021,1.0,0.0,1.0,"2,043","5,960",1920.0,1.0,A4,"$12,000,000.00",3/14/2023,40.77017507,-73.95967585
14516,10365.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1409.0,47.0,A4,178 EAST 75TH STREET,10021,1.0,0.0,1.0,"1,635","3,712",1920.0,1.0,A4,$0.00,9/6/2023,40.77017507,-73.95967585
14517,10366.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1410.0,68.0,A7,110 EAST 76TH STREET,10021,1.0,0.0,1.0,"3,678","11,991",2012.0,1.0,A7,"$41,000,000.00",6/29/2023,40.77017507,-73.95967585
14518,10370.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1426.0,42.0,A4,212 EAST 72ND STREET,10021,1.0,0.0,1.0,"1,822","3,488",1901.0,1.0,A4,"$6,600,000.00",10/26/2023,40.77017507,-73.95967585
14519,10371.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1426.0,42.0,A4,212 EAST 72ND STREET,10021,1.0,0.0,1.0,"1,822","3,488",1901.0,1.0,A4,"$9,000,000.00",7/21/2023,40.77017507,-73.95967585
14520,10372.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1443.0,132.0,A4,360 EAST 69TH STREET,10021,1.0,0.0,1.0,"1,289","3,730",1899.0,1.0,A4,"$6,700,000.00",9/1/2023,40.77017507,-73.95967585
14521,10373.0,UPPER EAST SIDE (59-79),2.0,TWO FAMILY DWELLINGS,1,1390.0,12.0,S2,15 EAST 75TH STREET,10021,2.0,1.0,3.0,"1,737","7,286",1905.0,1.0,S2,$0.00,8/22/2023,40.77017507,-73.95967585
14522,10378.0,UPPER EAST SIDE (59-79),2.0,TWO FAMILY DWELLINGS,1,1405.0,48.0,S2,154 EAST 71ST STREET,10021,2.0,1.0,3.0,"2,008","9,300",1915.0,1.0,S2,"$11,500,000.00",6/2/2023,40.77017507,-73.95967585
14523,10384.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2A,1383.0,61.0,C5,14 EAST 69TH STREET,10021,4.0,1.0,5.0,"3,012","11,243",1910.0,2.0,C5,"$18,300,000.00",3/30/2023,40.77017507,-73.95967585
14524,10385.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2A,1391.0,10.0,C5,11 EAST 76TH STREET,10021,4.0,0.0,4.0,"2,043","5,875",1900.0,2.0,C5,"$10,200,000.00",6/5/2023,40.77017507,-73.95967585
14525,10386.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2A,1391.0,111.0,C5,15 EAST 76TH STREET,10021,4.0,1.0,5.0,"1,941","7,310",1910.0,2.0,C5,$0.00,6/30/2023,40.77017507,-73.95967585
14526,10392.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2,1427.0,24.0,C7,1391 2 AVENUE,10021,16.0,2.0,18.0,"2,038","8,425",1920.0,2.0,C7,"$5,800,000.00",6/27/2023,40.77017507,-73.95967585
14527,10393.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2,1428.0,35.0,C5,232 EAST 74TH STREET,10021,22.0,0.0,22.0,"2,554","8,312",1920.0,2.0,C5,"$2,092,500.00",7/1/2023,40.77017507,-73.95967585
14528,10394.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2,1428.0,39.0,C5,220 EAST 74TH STREET,10021,14.0,0.0,14.0,"2,554","8,875",1900.0,2.0,C5,"$2,100,000.00",7/1/2023,40.77017507,-73.95967585
14529,10396.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2,1444.0,50.0,C7,1324 SECOND AVENUE,10021,17.0,2.0,19.0,"1,850","7,800",1910.0,2.0,C7,"$16,000.00",8/1/2023,40.77017507,-73.95967585
14530,10397.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2,1448.0,39.0,C1,332 EAST 74TH STREET,10021,11.0,0.0,11.0,"2,503","7,786",1910.0,2.0,C1,"$4,750,000.00",4/20/2023,40.77017507,-73.95967585
14531,10398.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1450.0,22.0,C7,339 EAST 75TH STREET,10021,8.0,1.0,9.0,"2,377","8,370",1910.0,2.0,C7,"$9,500,000.00",5/31/2023,40.77017507,-73.95967585
14532,10400.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2,1470.0,31.0,C4,436 EAST 76TH STREET,10021,19.0,1.0,20.0,"2,555","9,620",1910.0,2.0,C4,$0.00,12/15/2022,40.77017507,-73.95967585
14533,10401.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2,1470.0,31.0,C4,436 EAST 76TH STREET,10021,19.0,1.0,20.0,"2,555","9,620",1910.0,2.0,C4,"$9,750,000.00",2/13/2023,40.77017507,-73.95967585
14534,10402.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2,1470.0,32.0,C4,434 EAST 76TH STREET,10021,20.0,3.0,23.0,"2,555","9,655",1910.0,2.0,C4,$0.00,12/15/2022,40.77017507,-73.95967585
14535,10403.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2,1470.0,32.0,C4,434 EAST 76TH STREET,10021,20.0,3.0,23.0,"2,555","9,655",1910.0,2.0,C4,"$9,750,000.00",2/13/2023,40.77017507,-73.95967585
14536,10404.0,UPPER EAST SIDE (59-79),8.0,RENTALS - ELEVATOR APARTMENTS,2,1388.0,30.0,D1,51-53 EAST 73RD STREET,10021,20.0,0.0,20.0,"3,576","12,321",1910.0,2.0,D1,"$471,358.00",5/9/2023,40.77017507,-73.95967585
14537,10405.0,UPPER EAST SIDE (59-79),8.0,RENTALS - ELEVATOR APARTMENTS,2,1388.0,30.0,D1,53 E 73RD ST,10021,20.0,0.0,20.0,"3,576","12,321",1910.0,2.0,D1,$0.00,2/14/2023,40.77017507,-73.95967585
14538,10407.0,UPPER EAST SIDE (59-79),8.0,RENTALS - ELEVATOR APARTMENTS,2,1406.0,7.0,D1,117 EAST 71ST STREET,10021,30.0,0.0,30.0,"4,087","17,930",1966.0,2.0,D1,$0.00,6/30/2023,40.77017507,-73.95967585
14539,10408.0,UPPER EAST SIDE (59-79),8.0,RENTALS - ELEVATOR APARTMENTS,2,1408.0,7.0,D3,109 EAST 73 ST,10021,17.0,0.0,17.0,"2,248","12,144",1920.0,2.0,D3,"$7,500,000.00",6/8/2023,40.77017507,-73.95967585
14540,10409.0,UPPER EAST SIDE (59-79),8.0,RENTALS - ELEVATOR APARTMENTS,2,1409.0,21.0,D6,145 EAST 74TH STREET,10021,34.0,1.0,35.0,"7,026","71,189",1923.0,2.0,D6,$0.00,11/21/2022,40.77017507,-73.95967585
14541,10411.0,UPPER EAST SIDE (59-79),8.0,RENTALS - ELEVATOR APARTMENTS,2,1429.0,37.0,D3,222 EAST 75TH STREET,10021,41.0,0.0,41.0,"6,020","23,490",1930.0,2.0,D3,$0.00,1/31/2023,40.77017507,-73.95967585
14542,10416.0,UPPER EAST SIDE (59-79),8.0,RENTALS - ELEVATOR APARTMENTS,2,1484.0,26.0,D8,530 EAST 73RD STREET,10021,414.0,0.0,414.0,"28,397","583,731",1986.0,2.0,D8,"$410,000,000.00",11/23/2022,40.77017507,-73.95967585
14543,10417.0,UPPER EAST SIDE (59-79),8.0,RENTALS - ELEVATOR APARTMENTS,2,1486.0,1.0,D3,501 EAST 74TH STREET,10021,82.0,0.0,82.0,"6,096","71,750",2014.0,2.0,D3,$0.00,9/11/2023,40.77017507,-73.95967585
15190,11864.0,UPPER EAST SIDE (59-79),14.0,RENTALS - 4-10 UNIT,2A,1388.0,66.0,S5,6 EAST 74 STREET,10021,5.0,1.0,6.0,"2,299","8,360",1910.0,2.0,S5,"$12,167,000.00",9/13/2023,40.77017507,-73.95967585
15191,11867.0,UPPER EAST SIDE (59-79),14.0,RENTALS - 4-10 UNIT,2A,1404.0,31.0,S4,"163 EAST 69TH STREET, 4",10021,4.0,1.0,5.0,"2,511","8,300",1920.0,2.0,S4,"$10,125,000.00",10/25/2023,40.77017507,-73.95967585
15278,12032.0,UPPER EAST SIDE (59-79),22.0,STORE BUILDINGS,4,1408.0,58.0,K4,138 EAST 74TH STREET,10021,3.0,1.0,4.0,"1,278","3,688",1910.0,4.0,K4,$0.00,1/3/2023,40.77017507,-73.95967585
15279,12046.0,UPPER EAST SIDE (59-79),29.0,COMMERCIAL GARAGES,4,1484.0,16.0,G1,523 EAST 72ND STREET,10021,0.0,1.0,1.0,"8,262","14,718",1986.0,4.0,G1,"$410,000,000.00",11/23/2022,40.77017507,-73.95967585
15280,12047.0,UPPER EAST SIDE (59-79),33.0,EDUCATIONAL FACILITIES,4,1408.0,14.0,W3,129 EAST 73RD STREET,10021,0.0,2.0,2.0,"2,248","8,814",1910.0,4.0,W3,"$26,500,000.00",9/22/2023,40.77017507,-73.95967585
15300,10354.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1391.0,49.0,A4,64 EAST 77TH STREET,10075,1.0,0.0,1.0,"1,294","3,440",1920.0,1.0,A4,"$5,750,000.00",1/9/2023,40.77356658,-73.9565151
15301,10355.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1392.0,11.0,A4,15 EAST 77TH STREET,10075,1.0,0.0,1.0,"1,703","5,964",1899.0,1.0,A4,"$30,000,000.00",5/1/2023,40.77356658,-73.9565151
15302,10367.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1413.0,25.0,A4,161 EAST 78TH STREET,10075,1.0,0.0,1.0,"1,839","2,052",1899.0,1.0,A4,$0.00,4/5/2023,40.77356658,-73.9565151
15303,10368.0,UPPER EAST SIDE (59-79),1.0,ONE FAMILY DWELLINGS,1,1413.0,124.0,A4,159 EAST 78TH STREET,10075,1.0,0.0,1.0,"1,839","2,052",1899.0,1.0,A4,"$6,550,000.00",5/3/2023,40.77356658,-73.9565151
15304,10374.0,UPPER EAST SIDE (59-79),2.0,TWO FAMILY DWELLINGS,1,1392.0,111.0,B9,17 EAST 77TH STREET,10075,2.0,0.0,2.0,"1,703","3,796",1910.0,1.0,B9,"$30,000,000.00",5/1/2023,40.77356658,-73.9565151
15305,10379.0,UPPER EAST SIDE (59-79),2.0,TWO FAMILY DWELLINGS,1,1412.0,63.0,B1,120 EAST 78TH STREET,10075,2.0,0.0,2.0,"1,839","8,316",1899.0,1.0,B1,"$9,250,000.00",11/21/2022,40.77356658,-73.9565151
15306,10381.0,UPPER EAST SIDE (59-79),2.0,TWO FAMILY DWELLINGS,1,1433.0,19.0,B3,255 EAST 78TH STREET,10075,2.0,0.0,2.0,"1,413","2,730",1899.0,1.0,B3,"$3,300,000.00",5/30/2023,40.77356658,-73.9565151
15307,10395.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2,1432.0,15.0,C5,239 EAST 77 STREET,10075,16.0,0.0,16.0,"2,554","7,400",1910.0,2.0,C5,"$5,000,000.00",5/4/2023,40.77356658,-73.9565151
15308,10399.0,UPPER EAST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1451.0,30.0,C7,1475 1 AVENUE,10075,9.0,1.0,10.0,"2,038","6,903",1910.0,2.0,C7,$0.00,4/25/2023,40.77356658,-73.9565151
15309,10412.0,UPPER EAST SIDE (59-79),8.0,RENTALS - ELEVATOR APARTMENTS,2B,1431.0,34.0,D6,238 EAST 77TH STREET,10075,8.0,1.0,9.0,"2,248","7,000",1910.0,2.0,D6,$0.00,10/1/2023,40.77356658,-73.9565151
15567,11870.0,UPPER EAST SIDE (59-79),14.0,RENTALS - 4-10 UNIT,2A,1452.0,15.0,S4,335 EAST 77TH STREET,10075,4.0,1.0,5.0,"2,588","9,265",1910.0,2.0,S4,$0.00,11/30/2022,40.77356658,-73.9565151
15578,12033.0,UPPER EAST SIDE (59-79),22.0,STORE BUILDINGS,4,1413.0,51.0,K4,154 EAST 79TH STREET,10075,3.0,2.0,5.0,"1,360","4,080",1931.0,4.0,K4,"$1,000.00",2/28/2023,40.77356658,-73.9565151
15579,12034.0,UPPER EAST SIDE (59-79),22.0,STORE BUILDINGS,4,1413.0,52.0,K4,152 EAST 79TH STREET,10075,2.0,2.0,4.0,"1,088","3,776",1918.0,4.0,K4,"$1,000.00",2/28/2023,40.77356658,-73.9565151
15580,12035.0,UPPER EAST SIDE (59-79),22.0,STORE BUILDINGS,4,1413.0,53.0,K7,1135 LEXINGTON AVENUE,10075,0.0,1.0,1.0,"1,224","2,448",1920.0,4.0,K7,"$1,000.00",2/28/2023,40.77356658,-73.9565151
15581,12036.0,UPPER EAST SIDE (59-79),22.0,STORE BUILDINGS,4,1413.0,152.0,K4,150 EAST 79TH STREET,10075,2.0,2.0,4.0,"1,088","3,541",1910.0,4.0,K4,"$1,000.00",2/28/2023,40.77356658,-73.9565151
15582,12037.0,UPPER EAST SIDE (59-79),22.0,STORE BUILDINGS,4,1413.0,154.0,K2,1131 LEXINGTON AVENUE,10075,0.0,2.0,2.0,"1,196","2,169",1910.0,4.0,K2,"$1,000.00",2/28/2023,40.77356658,-73.9565151
15583,12038.0,UPPER EAST SIDE (59-79),22.0,STORE BUILDINGS,4,1431.0,46.0,K2,1329-1347 THIRD AVENUE,10075,0.0,2.0,2.0,"18,595","6,130",1930.0,4.0,K2,"$247,599,000.00",3/30/2023,40.77356658,-73.9565151
15584,12039.0,UPPER EAST SIDE (59-79),25.0,LUXURY HOTELS,4,1391.0,21.0,H1,"35 EAST 76TH STREET, 415",10075,0.0,259.0,259.0,"18,803","294,142",1930.0,4.0,H1,"$1,500,000.00",9/28/2023,40.77356658,-73.9565151
15585,12040.0,UPPER EAST SIDE (59-79),25.0,LUXURY HOTELS,4,1391.0,21.0,H1,"35 EAST 76TH STREET, 50204",10075,0.0,259.0,259.0,"18,803","294,142",1930.0,4.0,H1,"$1,500,000.00",4/10/2023,40.77356658,-73.9565151
15586,12045.0,UPPER EAST SIDE (59-79),29.0,COMMERCIAL GARAGES,4,1472.0,17.0,G1,439 EAST 77TH STREET,10075,0.0,1.0,1.0,"7,237","14,474",1924.0,4.0,G1,"$5,828,563.00",12/27/2022,40.77356658,-73.9565151
15592,12092.0,UPPER EAST SIDE (79-96),1.0,ONE FAMILY DWELLINGS,1,1491.0,43.0,A4,62 EAST 80TH STREET,10075,1.0,0.0,1.0,"1,839","5,280",1899.0,1.0,A4,$0.00,8/30/2023,40.77356658,-73.9565151
15593,12096.0,UPPER EAST SIDE (79-96),1.0,ONE FAMILY DWELLINGS,1,1509.0,28.0,A4,171 EAST 80TH ST,10075,1.0,0.0,1.0,"1,667","3,560",1899.0,1.0,A4,$0.00,8/1/2023,40.77356658,-73.9565151
15594,12136.0,UPPER EAST SIDE (79-96),7.0,RENTALS - WALKUP APARTMENTS,2,1560.0,12.0,C1,427 EAST 80TH STREET,10075,20.0,0.0,20.0,"2,554","9,295",1925.0,2.0,C1,"$8,937,500.00",11/9/2022,40.77356658,-73.9565151
15815,13762.0,UPPER WEST SIDE (59-79),2.0,TWO FAMILY DWELLINGS,1,1185.0,72.0,B9,351 WEST END,10024,2.0,0.0,2.0,"1,575","6,875",1920.0,1.0,B9,$0.00,8/8/2023,40.78628186,-73.97561605
15816,13780.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2A,1149.0,119.0,C3,131 WEST 77TH STREET,10024,4.0,0.0,4.0,"2,165","6,365",1900.0,2.0,C3,"$8,250,000.00",2/7/2023,40.78628186,-73.97561605
15817,13793.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1168.0,60.0,C1,268 WEST 77TH STREET,10024,10.0,0.0,10.0,"1,865","5,746",1900.0,2.0,C1,"$3,800,000.00",6/1/2023,40.78628186,-73.97561605
15818,13794.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2B,1170.0,21.0,C1,223 WEST 78TH STREET,10024,8.0,0.0,8.0,"2,043","3,449",1910.0,2.0,C1,"$4,480,000.00",12/13/2022,40.78628186,-73.97561605
15819,13797.0,UPPER WEST SIDE (59-79),7.0,RENTALS - WALKUP APARTMENTS,2A,1186.0,36.0,C2,308 WEST 78TH STREET,10024,5.0,0.0,5.0,"2,043","8,195",1920.0,2.0,C2,"$3,477,911.00",1/10/2023,40.78628186,-73.97561605
15972,15112.0,UPPER WEST SIDE (59-79),35.0,INDOOR PUBLIC AND CULTURAL FACILITIES,4,1130.0,1.0,P7,"200 CENTRAL PARK WEST, 3L",10024,0.0,1.0,1.0,"738,000","1,161,129",1998.0,4.0,P7,"$130,000.00",8/2/2023,40.78628186,-73.97561605
15973,15180.0,UPPER WEST SIDE (79-96),1.0,ONE FAMILY DWELLINGS,1,1197.0,18.0,A9,35 WEST 83RD STREET,10024,1.0,0.0,1.0,"1,600","3,750",1901.0,1.0,A9,"$6,000,000.00",7/20/2023,40.78628186,-73.97561605
15974,15181.0,UPPER WEST SIDE (79-96),1.0,ONE FAMILY DWELLINGS,1,1197.0,56.0,A5,52 WEST 84TH STREET,10024,1.0,0.0,1.0,"1,703","3,651",1900.0,1.0,A5,"$6,500,000.00",9/8/2023,40.78628186,-73.97561605
15975,15182.0,UPPER WEST SIDE (79-96),1.0,ONE FAMILY DWELLINGS,1,1200.0,61.0,A4,64 WEST 87TH STREET,10024,1.0,0.0,1.0,"1,712","4,698",1884.0,1.0,A4,"$10,250,000.00",8/29/2023,40.78628186,-73.97561605
15976,15184.0,UPPER WEST SIDE (79-96),1.0,ONE FAMILY DWELLINGS,1,1212.0,10.0,A4,163 WEST 81ST STREET,10024,1.0,0.0,1.0,"1,941","3,800",1900.0,1.0,A4,$0.00,8/4/2023,40.78628186,-73.97561605
